epoch,train_accuracy,val_accuracy,val_loss_mean,val_loss_variance,train_accuracy_normalized,val_accuracy_normalized,val_loss_mean_normalized,val_loss_variance_normalized
22,0.66437,0.53354,1.7815831301663312,4.085908500422667,0.6389175923533971,0.6617071504006957,0.281753013206487,0.6128024204464391
23,0.666735,0.53698,1.7292918701589346,3.688017722754581,0.641463230861965,0.6670497608249985,0.2630513289470896,0.5162071117565962
24,0.67246,0.53254,1.7633839601668087,3.797972606801866,0.6476255058985619,0.6601540659750263,0.2752441792050492,0.5429006833662487
25,0.674845,0.51294,1.8580974011267075,4.1223497944253005,0.6501926720055111,0.6297136112319065,0.3091179253665025,0.6216492151971788
26,0.678715,0.5414,1.753366675376388,4.062659912403286,0.6543582622922586,0.673914393986457,0.27166155187381996,0.6071583978593954
27,0.681625,0.5283,1.807375358426341,4.134887106342928,0.6574905278567124,0.6535689880101881,0.2909774631278846,0.6246928783901827
28,0.68516,0.54188,1.7470502592470158,4.00894713456768,0.661295530870576,0.6746598745107784,0.26940252005692034,0.5941186325599156
29,0.686135,0.53464,1.7867542175682807,4.174318039991999,0.662345001291656,0.663415543268932,0.28360242444376316,0.6342654631836356
30,0.68935,0.55034,1.6976462524071507,3.8787611367579062,0.6658055627314217,0.6877989687519414,0.2517334461631649,0.5625135857698629
31,0.691065,0.53894,1.7693099234730698,4.226415932090704,0.6676515542926031,0.6700938062993104,0.2773635676969462,0.6469131852516313
32,0.693415,0.54982,1.7037763554539578,3.871512738018113,0.6701810471023852,0.6869913648505932,0.25392584412111696,0.5607539035830055
33,0.69515,0.54318,1.7311081783183055,3.825437872533354,0.6720485662619479,0.6766788842641486,0.2637009216650604,0.5495683820677119
34,0.698045,0.55106,1.70320957937007,3.868076800190062,0.6751646861276156,0.6889171895384233,0.2537231397425047,0.5599197664434497
35,0.69988,0.54968,1.726323802649644,4.099443274394995,0.6771398432790837,0.6867739330309994,0.2619898157723931,0.6160882359095833
36,0.70148,0.5515,1.7062818319307302,4.052151813545093,0.6788620511495738,0.6896005466857178,0.25482191413322447,0.6046073634803144
37,0.70451,0.53332,1.804417824152293,4.369063512459085,0.6821234823043141,0.6613654718270485,0.28991971710738773,0.6815435105391332
38,0.70495,0.52386,1.8699459061319248,4.632203056314111,0.6825970894686988,0.6466732931602162,0.31335547863108476,0.7454254773847786
39,0.706165,0.53706,1.7956249443979888,4.440640703137606,0.6839048910703522,0.6671740075790519,0.2867749915667795,0.6989201908162295
40,0.70765,0.54662,1.7370275177913734,4.150131790787702,0.6855033152501507,0.6820214946884512,0.2658179411791024,0.6283938060881114
41,0.71035,0.53954,1.837209799374917,4.826862278522263,0.6884095410316026,0.6710256569547121,0.30164758839541467,0.7926825859026505
42,0.71167,0.55674,1.6850034466433694,3.9265376207054454,0.6898303625247567,0.6977387090762254,0.2472118155596246,0.5741122064819962
43,0.711065,0.53532,1.810937369077316,4.383371455773144,0.6891791526737276,0.6644716406783873,0.2922513968314083,0.6850170270886704
44,0.71303,0.5412,1.781409559626847,4.37708845444429,0.6912942392146733,0.6736037771013232,0.281690936648651,0.6834917128895923
45,0.713085,0.5634,1.6719161498899717,4.052575432923534,0.6913534401102213,0.7080822513511834,0.24253121517523032,0.6047102048803272
46,0.716375,0.52978,1.8455318600994837,4.613867537425444,0.6948947300439163,0.655867552960179,0.30462392807505445,0.7409741927447593
47,0.7152,0.55398,1.7117526256760978,4.20026937184802,0.6936299836390252,0.6934521960613779,0.25677851371142696,0.6405656265758017
48,0.717175,0.55338,1.7318044369453793,4.363936851166131,0.6957558339791613,0.6925203454059762,0.2639499347698235,0.6802989191639739
49,0.716135,0.54698,1.7995185864648293,4.779021648717462,0.6946363988633427,0.6825806050816923,0.288167531439463,0.7810683926031864
50,0.718485,0.5577,1.6979742004898957,4.151978673234942,0.697165891673125,0.6992296701248679,0.25185073500830085,0.6288421707904815
51,0.71843,0.55818,1.7009477200229768,4.13794986411937,0.6971066907775768,0.6999751506491892,0.2529141980696034,0.6254364192045526
52,0.72162,0.54748,1.7930804125397062,4.732702155071795,0.7005403427193663,0.6833571472945268,0.28586495361024816,0.7698234830999238
53,0.72247,0.55184,1.7211685482957537,4.130625369082054,0.7014552656505639,0.6901285953904454,0.26014606713849714,0.6236582632410662
54,0.72245,0.55214,1.745928708093717,4.4169975585906345,0.7014337380521829,0.6905945207181462,0.2690014033971421,0.6931803823710625
55,0.722975,0.56394,1.6463209388237134,3.869533897697441,0.7019988375096875,0.7089209169410449,0.23337722737983033,0.56027350367843
56,0.7231,0.56768,1.65205629516772,4.057489549175777,0.7021333849995695,0.7147294526930483,0.23542844633010176,0.6059031970353732
57,0.724715,0.54358,1.7859330157778996,4.537551193434846,0.7038717385688452,0.6773001180344163,0.28330872609733226,0.7224469957861972
58,0.7225,0.55372,1.7296138426253316,4.2397293873138135,0.7014875570481357,0.6930483941107038,0.2631664806455938,0.6501452715154588
59,0.72579,0.56524,1.6829689869159101,4.301708947668092,0.7050288469818308,0.710939926694415,0.2464842021218145,0.6651919504055045
60,0.726435,0.5541,1.7429884487143954,4.411490130593303,0.705723112029622,0.6936385661924582,0.26794983564863073,0.6918433528711401
61,0.86293,0.71312,1.0296534888262048,2.7584714420469956,0.8526435890812021,0.9406100515624028,0.012829473486161543,0.2905426456117039
62,0.911265,0.71954,1.0220088180903792,2.95725504978667,0.904670412468785,0.9505808535752003,0.010095398645581271,0.33880102461869893
63,0.92857,0.7197,1.035671390859752,3.1522244489202107,0.9232971669680531,0.9508293470833075,0.014981743362991143,0.38613343429341596
64,0.94231,0.72214,1.0417987915515723,3.281789778589042,0.9380866270558856,0.9546188730819407,0.017173174838404606,0.41758780247005706
65,0.953495,0.72066,1.0633966349374937,3.431252335370332,0.9501259364505296,0.95232030813195,0.02489752586055024,0.45387258869826497
66,0.961,0.71848,1.085515754879186,3.603966005862323,0.9582041677430465,0.9489345840839908,0.032808308602958025,0.495802010671565
67,0.966795,0.71922,1.095204307645988,3.721639190352368,0.9644417893739774,0.950083866558986,0.036273366716868705,0.524369341754103
68,0.97065,0.71536,1.1183192889046008,3.886955989312322,0.9685912339619392,0.9440889606759023,0.0445403138338308,0.5645030370378735
69,0.97481,0.71612,1.1196733809846182,3.969626517720248,0.9730689744252131,0.945269304839411,0.045024597489169295,0.584572829200228
70,0.97751,0.7138,1.1373651424856914,3.9717795696592733,0.975975200206665,0.9416661489718581,0.051351959605493,0.585095522181187
71,0.97795,0.71262,1.1520762843712227,4.064911048042611,0.9764488073710497,0.9398335093495682,0.0566133193547032,0.6077049024636432
72,0.978485,0.7088,1.1671249777008847,4.165215418538566,0.9770246706277448,0.9339007268435111,0.06199540253892999,0.6320556343096562
73,0.977995,0.70742,1.1876748758110023,4.298965923167335,0.9764972444674072,0.9317574703360875,0.06934496164237948,0.6645260307278803
74,0.977375,0.70046,1.2252021378118918,4.438702063891219,0.9758298889175924,0.9209480027334285,0.08276638244885928,0.6984495504622596
75,0.975755,0.6998,1.2230160516321757,4.4051473199192035,0.9740861534487213,0.9199229670124868,0.08198454063645892,0.6903035188528283
76,0.97405,0.69894,1.2442667096578213,4.549170554419909,0.9722509256867303,0.9185873144064111,0.08958472270596415,0.7252678094972081
77,0.969515,0.69168,1.2750307957342033,4.647179338999643,0.9673695427538104,0.9073119214760513,0.10058733048875691,0.7490612456162355
78,0.966425,0.68342,1.312326059384303,4.704837903357166,0.9640435288039266,0.8944834441200223,0.11392577834900135,0.7630589232084871
79,0.96135,0.68546,1.306982042689365,4.758617799497058,0.9585809007147164,0.8976517363483878,0.11201451989220493,0.7761149827115149
80,0.959495,0.67298,1.3685978693727425,4.887804572917167,0.956584215964867,0.878269242716034,0.13405108462312335,0.8074774493921825
81,0.951685,0.66952,1.37722391527837,4.975957466793113,0.9481776887970378,0.872895570603218,0.13713614294666143,0.8288781866642414
82,0.948225,0.66946,1.3791429110287305,4.96810591384072,0.9444534142771033,0.8728023855376779,0.1378224613221087,0.8269720776923877
83,0.94838,0.66678,1.3867061505296983,4.99341050702613,0.944620253164557,0.8686401192768839,0.1405274127251786,0.8331152333702873
84,0.946985,0.65822,1.4399150523633915,5.29203626351085,0.9431187031774735,0.8553457165931541,0.15955728658444776,0.905612131386964
85,0.94543,0.66472,1.3865304462806796,4.903160017963917,0.941444932403341,0.8654407653600049,0.14046457305775203,0.8112052662645757
86,0.94732,0.6647,1.3868173394885042,4.9628144244467345,0.9434792904503574,0.8654097036714915,0.14056717885053924,0.8256874712623602
87,0.94785,0.6662,1.392732542750272,5.0027641958408475,0.9440497718074571,0.8677393303099956,0.1426827190711438,0.8353860134666283
88,0.94904,0.66718,1.4073022438120786,5.178136059172759,0.9453306639111341,0.8692613530471516,0.14789349328031706,0.8779607606707219
89,0.948465,0.6664,1.4050198183331966,5.0608727795947015,0.9447117454576768,0.8680499471951295,0.1470771962424255,0.8494929415490766
90,0.9481,0.65816,1.4441405985975484,5.325750473031606,0.9443188667872213,0.8552525315276137,0.16106853017436146,0.9137968761930074
91,0.949505,0.66392,1.4104874400239247,5.089325878670052,0.9458311805734952,0.8641982978194693,0.14903266135256754,0.8564004549739263
92,0.94913,0.66306,1.4083365583349123,5.043408917047838,0.9454275381038492,0.8628626452133937,0.14826341023447365,0.8452532675271809
93,0.95261,0.65878,1.4341926361141653,5.118341760881629,0.9491733402221648,0.8562154438715288,0.157510695588577,0.863444594362031
94,0.952075,0.66836,1.3856353899569058,4.934704122487796,0.9485974769654697,0.8710939926694414,0.140144461039812,0.818863178146038
95,0.95285,0.66084,1.4358160361161338,5.220496589207355,0.9494316714027383,0.8594147977884077,0.15809129575501452,0.8882445589003216
96,0.9531,0.657,1.462259609924035,5.399896884403869,0.9497007663825023,0.8534509535938374,0.1675486958630916,0.9317972820750519
97,0.95259,0.65472,1.4828559971439688,5.584014163427737,0.9491518126237838,0.8499099211033111,0.17491488154339466,0.9764951398808447
98,0.95243,0.66504,1.4176819776871286,5.203723758109756,0.9489795918367347,0.8659377523762191,0.15160574855204503,0.8841726454798335
99,0.952685,0.66404,1.4133714231320098,5.062899257830563,0.9492540687160941,0.8643846679505497,0.1500641021992638,0.8499849064342482
100,0.95402,0.65684,1.4643476033735996,5.434573394620227,0.950691035908034,0.8532024600857302,0.1682954553449615,0.9402156430842373
101,0.9533,0.66026,1.452129246906414,5.446968468704268,0.9499160423663137,0.8585140088215194,0.16392562671995323,0.943224775425526
102,0.954265,0.66472,1.428079436694591,5.253482980000432,0.9509547489882029,0.8654407653600049,0.155324343120814,0.8962526123161237
103,0.95466,0.65872,1.434937794905272,5.089309619077497,0.9513799190562301,0.8561222588059886,0.15777719757059888,0.8563965076586071
104,0.95402,0.65904,1.4508045379294265,5.3638553155389825,0.950691035908034,0.8566192458222028,0.16345185177133456,0.9230475279576691
105,0.954995,0.65724,1.452671132587595,5.2419745856566955,0.951740506329114,0.853823693855998,0.16411942918163996,0.8934587377994216
106,0.95657,0.6613,1.449640347529292,5.40500036160771,0.9534358047016275,0.8601292166242156,0.16303548541722382,0.9330362450859206
107,0.9565,0.65436,1.4939654400170703,5.680834259544617,0.9533604581072935,0.8493508107100702,0.17888811326282866,1.0
108,0.958365,0.66688,1.4101845477125892,5.156637507675098,0.9553679066563334,0.8687954277194508,0.1489243335675726,0.8727415916553662
109,0.95492,0.65252,1.5079506849607378,5.63608699689812,0.9516597778351847,0.8464931353668385,0.18388985992546036,0.9891367785056595
110,0.95485,0.66214,1.4275585341767125,5.150075866120211,0.9515844312408508,0.8614338075417779,0.15513804517316632,0.8711486324135838
111,0.95611,0.65752,1.4717534235613066,5.53458463116913,0.9529406699388616,0.8542585574951854,0.17094410658826248,0.9644952112700398
112,0.95748,0.65844,1.452067462875869,5.256212281414111,0.9544153104279687,0.8556873951668013,0.16390352999802754,0.8969152004618131
113,0.955275,0.66192,1.4552360336616352,5.400920179855827,0.9520418927064497,0.8610921289681306,0.16503675207721571,0.9320457058777901
114,0.95442,0.65702,1.4604073079866244,5.2843048822436245,0.9511215878756566,0.8534820152823508,0.16688623016649864,0.9037351963032121
115,0.95636,0.65098,1.5117643259328977,5.641355131439131,0.9532097649186256,0.8441013853513076,0.18525378784247645,0.9904157151153263
116,0.958655,0.6653,1.4437147278151095,5.35625301596496,0.9556800568328597,0.8663415543268932,0.16091621980916182,0.9212019298304414
117,0.958415,0.6582,1.456479714693447,5.265262671641939,0.9554217256522862,0.8553146549046405,0.16548154782268168,0.8991123492445623
118,0.958675,0.65572,1.4853114515167678,5.482230844783523,0.9557015844312409,0.8514630055289805,0.175793061422536,0.9517853661546588
119,0.956875,0.65876,1.445470326962334,5.274419308496297,0.9537641005769397,0.8561843821830154,0.1615441002796805,0.9013352913511655
120,0.95763,0.65916,1.461780661361031,5.4222520730328,0.9545767674158271,0.8568056159532831,0.16737740251884003,0.9372244155187742
121,0.98829,0.72348,1.140248305423426,4.27932176469848,0.9875785757340911,0.9567000062123376,0.05238310712273168,0.6597570497467876
122,0.99626,0.729,1.1168643745240883,4.1901803924098235,0.9961573236889693,0.9652730322420326,0.04401997163199913,0.638116341149008
123,0.997645,0.73364,1.102673094089818,4.166500301978294,0.9976481098768621,0.9724793439771385,0.038944537498632546,0.632367563410447
124,0.998485,0.73382,1.1021753518371695,4.162930333847387,0.9985522690088693,0.9727588991737591,0.038766522693667524,0.6315008879483043
125,0.99849,0.73602,1.091705504098848,4.1086396030761625,0.9985576509084646,0.9761756849102317,0.03502203868967985,0.618320813937596
126,0.998935,0.73518,1.0914413117058663,4.080361147865208,0.9990366399724447,0.9748710939926694,0.03492755171964743,0.6114556985248114
127,0.999045,0.73836,1.0812243652549052,4.011501896355957,0.9991550417635409,0.9798099024662981,0.031273516483280604,0.5947388479994741
128,0.99923,0.73736,1.0851161603236068,4.034347873010161,0.9993541720485662,0.9782568180406287,0.03266539578714214,0.600285129268337
129,0.99919,0.74132,1.0673205102452124,3.9415771276417004,0.9993111168518041,0.9844070323662794,0.026300878487123397,0.5777633235638363
130,0.999385,0.73982,1.0686227060052806,3.9112775019122124,0.99952101093602,0.9820774057277754,0.026766601706362685,0.5704075318119397
131,0.99941,0.74,1.0652651618969626,3.9217217743713926,0.9995479204339964,0.9823569609243958,0.0255657943478886,0.5729430711580588
132,0.99937,0.7396,1.065885459889878,3.8658416324064206,0.9995048652372341,0.9817357271541282,0.025787640545677653,0.5593771383300267
133,0.99941,0.74106,1.059273957415036,3.8283590345057195,0.9995479204339964,0.9840032304156054,0.0234230727049481,0.5502775478948451
134,0.999465,0.74012,1.0602505116696042,3.810749196691625,0.9996071213295445,0.9825433310554761,0.023772332013836824,0.5460024356904364
135,0.9995,0.74114,1.0556311961900717,3.7537821874290067,0.9996447946267115,0.984127477169659,0.022120258998565387,0.5321726458242081
136,0.999525,0.74048,1.05532644313678,3.7481667495109,0.9996717041246879,0.9831024414487172,0.02201126572934708,0.5308093949283036
137,0.99958,0.74274,1.0476181182982802,3.726194311184156,0.999730905020236,0.9866124122507298,0.01925442534573229,0.5254751811642165
138,0.999535,0.74374,1.0440133725913325,3.6736422943833738,0.9996824679238784,0.9881654966763992,0.017965207682260075,0.5127172119675042
139,0.999575,0.74338,1.0412625507638638,3.6539829730704056,0.9997255231206407,0.9876063862831583,0.01698139124211496,0.5079445499269604
140,0.99956,0.743,1.0443509866028131,3.629331980246489,0.9997093774218548,0.987016214201404,0.018085953494148432,0.501960067765065
141,0.99958,0.74482,1.0366324513545462,3.5917357485381176,0.999730905020236,0.9898428278561223,0.0153254614131066,0.49283289063186075
142,0.999585,0.74402,1.0380665329715735,3.608933361797878,0.9997362869198312,0.9886003603155867,0.015838352890574475,0.49700792773950847
143,0.999555,0.74244,1.0348255630391567,3.5445275457182426,0.9997039955222595,0.9861464869230291,0.014679237651016568,0.481372230621584
144,0.999605,0.745,1.0245085928626614,3.4625337198126673,0.9997578145182123,0.9901223830527427,0.010989429474140668,0.4614667204450772
145,0.99959,0.74414,1.0274529529169962,3.4601688231290595,0.9997416688194265,0.9887867304466671,0.012042463806730162,0.46089259825377765
146,0.99961,0.74486,1.0261161006983932,3.4732132248534198,0.9997631964178076,0.9899049512331489,0.01156434589390396,0.46405936682937404
147,0.99966,0.74414,1.02798468917494,3.472832301107505,0.9998170154137604,0.9887867304466671,0.012232636382490078,0.46396689057988777
148,0.99961,0.74456,1.025850020728476,3.407438854935674,0.9997631964178076,0.9894390259054482,0.011469183842264008,0.44809142808165936
149,0.99964,0.74798,1.0145275904408775,3.37133979812549,0.9997954878153793,0.9947505746412374,0.007419778334388437,0.4393277177076011
150,0.99971,0.74492,1.0215320330917592,3.3709547601912715,0.9998708344097132,0.9899981362986892,0.009924879088344598,0.4392342426631904
151,0.99962,0.7467,1.0165090157243657,3.3557598250384593,0.9997739602169982,0.9927626265763807,0.008128424292243383,0.43554539252142505
152,0.999605,0.74544,1.015554101878391,3.3212212597403514,0.9997578145182123,0.9908057402000372,0.007786904557591334,0.4271605201797542
153,0.99964,0.74714,1.014287644118558,3.315576888340999,0.9997954878153793,0.9934459837236752,0.0073339628394359715,0.4257902451488125
154,0.999655,0.7471,1.013670761977874,3.2825354301834535,0.9998116335141651,0.9933838603466484,0.00711333830258791,0.41776882311687724
155,0.999665,0.74712,1.0108128606181737,3.278062243553576,0.9998223973133558,0.9934149220351618,0.006091225451108374,0.41668287474211807
156,0.999625,0.74676,1.016409935810868,3.275441507735601,0.9997793421165935,0.9928558116419208,0.008092988900967294,0.416046642892726
157,0.999625,0.74752,1.0096152842486705,3.243347210842784,0.9997793421165935,0.9940361558054295,0.005662918786939353,0.4082551616884765
158,0.999705,0.74686,1.0125572610519924,3.2566498733212152,0.9998654525101179,0.9930111200844877,0.006715100762787981,0.41148462781491374
159,0.999625,0.74846,1.010361476305492,3.2387389191135503,0.9997793421165935,0.9954960551655587,0.005929790310814883,0.40713641406450035
160,0.999705,0.74854,1.0078360748358075,3.2060831464609496,0.9998654525101179,0.9956203019196123,0.0050265942335435175,0.3992086242866869
161,0.999755,0.74744,1.0039789279680964,3.1732176657730236,0.9999192715060707,0.9939119090513759,0.0036471066700032003,0.39122992402402706
162,0.999785,0.74736,1.0077235507865963,3.1884373322187987,0.9999515629036425,0.9937876622973225,0.00498635062037298,0.3949247781422908
163,0.999755,0.74834,0.9992249757404794,3.153930670961635,0.9999192715060707,0.9953096850344785,0.0019468815552789428,0.38654765109369144
164,0.99972,0.74806,1.002289878183993,3.1701405905024354,0.9998815982089039,0.9948748213952909,0.0030430272166445354,0.3904829073744673
165,0.99978,0.74982,1.0030645128240572,3.192926081731061,0.9999461810040472,0.9976082499844692,0.003320071075461893,0.3960145046931536
166,0.999805,0.74822,1.0037949397521138,3.171902925647064,0.9999730905020237,0.9951233149033981,0.0035813042869229203,0.39091074666319886
167,0.99981,0.74876,1.0006148105166024,3.153035755195023,0.9999784724016189,0.9959619804932596,0.002443948391153726,0.3863303938221509
168,0.999755,0.74852,1.003179638261824,3.162977092606753,0.9999192715060707,0.9955892402310988,0.003361245061077031,0.38874383642995375
169,0.99983,0.74828,1.0018821979737662,3.1577038245887596,1.0,0.9952164999689381,0.0028972226104945023,0.38746365357427753
170,0.99982,0.74962,0.9991850635653804,3.136129585793853,0.9999892362008095,0.9972976330993352,0.001932607183295898,0.38222611007463697
171,0.9998,0.74792,0.9979457447145614,3.1202903229731693,0.9999677086024283,0.9946573895756974,0.00148937154809688,0.3783808375338902
172,0.99977,0.74882,1.0033553396981347,3.174560739406277,0.9999354172048567,0.9960551655587998,0.003424083722553905,0.3915559798651744
173,0.99972,0.7489,1.0040713978175893,3.167118089953756,0.9998815982089039,0.9961794123128533,0.0036801780078995266,0.38974913974299313
174,0.99976,0.75026,0.9996420782219937,3.1491042436578107,0.999924653405666,0.9982916071317637,0.0020960559854224835,0.3853759470446197
175,0.99976,0.74926,1.0037025342587218,3.169407981672406,0.999924653405666,0.9967385227060943,0.003548255965635467,0.39030505309872776
176,0.99975,0.7483,0.9962612593679341,3.1127493842234104,0.9999138896064755,0.9952475616574517,0.0008869245409344924,0.37655013587597996
177,0.99976,0.75028,0.9994607021798377,3.134192995453236,0.999924653405666,0.998322668820277,0.0020311878320802227,0.38175596713024906
178,0.99982,0.74816,1.0027900705394308,3.135328319844917,0.9999892362008095,0.995030129837858,0.003221918287524025,0.3820315880197813
179,0.999765,0.74832,1.0016594576910467,3.1302888135140945,0.9999300353052614,0.9952786233459651,0.002817560761866643,0.380808155115598
180,0.999745,0.75118,0.9989425849790405,3.133424478892364,0.9999085077068802,0.9997204448033794,0.0018458860379122989,0.3815693955920352
181,0.999695,0.74812,1.0054025057486935,3.156738662935336,0.9998546887109274,0.9949680064608312,0.00415624150759661,0.38722934282097365
182,0.999785,0.74798,1.0000259043947926,3.123489560346747,0.9999515629036425,0.9947505746412374,0.0022333293250429457,0.3791575112821081
183,0.99979,0.74964,0.9986579853874245,3.129605722392274,0.9999569448032377,0.9973286947878486,0.0017441005444664608,0.380642322174804
184,0.99974,0.75,0.9937813542891366,3.088538231493082,0.9999031258072849,0.9978878051810895,0.0,0.3706724329912101
185,0.99976,0.7481,0.999254524280201,3.115819582069347,0.999924653405666,0.9949369447723178,0.0019574494295302287,0.37729548290413983
186,0.99981,0.74716,0.9990036212475902,3.0999992862679453,0.9999784724016189,0.9934770454121886,0.0018677153268341332,0.37345481495637506
187,0.99974,0.74934,1.0000087901724632,3.127171551791628,0.9999031258072849,0.9968627694601478,0.002227208516664977,0.3800513824652908
188,0.999815,0.75136,0.9979958520651543,3.1178089455874898,0.9999838543012142,1.0,0.0015072921690520824,0.3777784375085605
189,0.99978,0.74984,1.0029482491053352,3.1398190375447657,0.9999461810040472,0.9976393116729825,0.0032784899898645253,0.38312179238440136
190,0.99981,0.74896,1.0002575659123867,3.122019950645339,0.9999784724016189,0.9962725973783934,0.002316181804720915,0.37880073648176454
191,0.999765,0.74828,0.997646848867209,3.0856609519906852,0.9999300353052614,0.9952164999689381,0.0013824730766727922,0.3699739204412339
192,0.999785,0.74834,1.001798458014695,3.10876336197245,0.9999515629036425,0.9953096850344785,0.0028672734703471315,0.37558245561952197
193,0.99976,0.7499,0.9963140419598853,3.088700184962476,0.999924653405666,0.9977324967385227,0.0009058019473868139,0.3707117501763461
194,0.99978,0.7507,0.9948902795073075,3.099753310412007,0.9999461810040472,0.9989749642790582,0.0003966010628655953,0.3733950997906357
195,0.99978,0.74818,0.9996276343199505,3.083914125847109,0.9999461810040472,0.9950611915263713,0.002090890202546966,0.3695498462479209
196,0.999785,0.74924,0.9979791093351085,3.1024176431735313,0.9999515629036425,0.9967074610175809,0.001501304222865418,0.37404191560039185
197,0.99983,0.75012,0.9940785434097655,3.0793408034318994,1.0,0.9980741753121699,0.00010628806990965582,0.3684395880684669
198,0.9998,0.749,1.0028114610627392,3.1191172836013834,0.9999677086024283,0.9963347207554202,0.003229568491649925,0.3780960606388662
199,0.999825,0.7487,1.0037192229632041,3.126196535023804,0.9999946181004047,0.9958687954277194,0.0035542245898736884,0.37981467920160195
200,0.999815,0.75054,0.9946840363618232,3.070536163270854,0.9999838543012142,0.998726470770951,0.0003228393254937006,0.3663020996369842
