epoch,train_mean_loss,val_mean_loss,val_accuracy
1,4.275481804,4.025306444,0.07448
2,3.852438009,3.762651407,0.10924
3,3.624514527,3.618935801,0.1376
4,3.372889162,3.394250881,0.1788
5,3.145895037,3.214388532,0.20944
6,2.910817695,3.088909027,0.23432
7,2.679743433,2.929357186,0.27104
8,2.457095514,2.662051565,0.31808
9,2.270153593,2.55981757,0.3386
10,2.106488188,2.414456813,0.36632
11,1.96670025,2.370017923,0.379
12,1.850376396,2.245460779,0.40984
13,1.741705006,2.225952615,0.4148
14,1.656855305,2.244098314,0.4234
15,1.578585946,2.187940058,0.43256
16,1.505654079,2.113573162,0.44464
17,1.443928021,2.164647557,0.43788
18,1.395206656,2.106260013,0.452
19,1.335207672,2.184761773,0.44308
20,1.295384105,2.161407778,0.4518
21,1.242275711,2.132370175,0.45632
22,1.206093987,2.271871815,0.44688
23,1.171168486,2.177052439,0.45296
24,1.12904591,2.051128142,0.47388
25,1.097003671,2.090981768,0.46912
26,1.0557377,2.049542622,0.48112
27,1.023029203,2.099753354,0.47888
28,1.001150666,2.124151762,0.4774
29,0.9806653745,2.181677484,0.47148
30,0.9579756793,2.095685672,0.4878
31,0.9255479464,2.271159107,0.462
32,0.9176243713,2.214037222,0.46684
33,0.8861326087,2.141707783,0.48188
34,0.8698985737,2.088938378,0.48976
35,0.8458475066,2.142632655,0.48816
36,0.8354608594,2.138563221,0.49436
37,0.810895846,2.179420376,0.48816
38,0.8027391602,2.128682979,0.49312
39,0.7827246984,2.187631741,0.48636
40,0.7784534208,2.151038968,0.49244
41,0.3622986355,1.411622997,0.62992
42,0.2084078644,1.4048959,0.63688
43,0.159640384,1.407369891,0.64312
44,0.1295291586,1.41667883,0.64304
45,0.1065614256,1.424813262,0.64264
46,0.09014240643,1.430478327,0.6446
47,0.07804986156,1.438386426,0.6444
48,0.06861657867,1.446795836,0.64772
49,0.06103807734,1.446886808,0.64576
50,0.0559302097,1.451298066,0.64544
51,0.05015906288,1.452668517,0.6468
52,0.04649577671,1.457409559,0.64496
53,0.04208498107,1.451445158,0.6474
54,0.03935051638,1.459994468,0.64616
55,0.03651836616,1.445481717,0.64976
56,0.03344427741,1.444574636,0.64944
57,0.03210207787,1.446976773,0.65028
58,0.03190958528,1.44873334,0.64872
59,0.02916539905,1.442292619,0.6508
60,0.0281470589,1.447193896,0.64936
61,0.02816853668,1.451409531,0.64728
62,0.02671047436,1.439860356,0.6506
63,0.02538879364,1.433251809,0.65264
64,0.02460851581,1.440625958,0.65144
65,0.02361862493,1.444730824,0.6488
66,0.02264371963,1.429618466,0.65244
67,0.02261767709,1.430050141,0.65272
68,0.02314267904,1.423569092,0.6522
69,0.02190476047,1.443340799,0.6494
70,0.0225068466,1.446455483,0.64868
71,0.0244991868,1.436792373,0.6498
72,0.02401383223,1.437109698,0.6524
73,0.02400991915,1.431696058,0.6518
74,0.02381391777,1.438391615,0.65276
75,0.02303693973,1.439413738,0.6512
76,0.0179065131,1.416035951,0.65632
77,0.01518596395,1.40657744,0.6602
78,0.01434136948,1.391749537,0.661
79,0.01371446504,1.395781796,0.66056
80,0.01359377098,1.39237721,0.66044
81,0.01316682317,1.397378116,0.65904
82,0.01289436581,1.404639254,0.66076
83,0.01274787257,1.397221361,0.6588
84,0.01249815508,1.39061956,0.66268
85,0.01252251077,1.39327679,0.66128
86,0.01228906631,1.39140254,0.66336
87,0.01226923424,1.385391371,0.66216
88,0.01218220879,1.384691443,0.66176
89,0.01225113941,1.387232778,0.66176
90,0.012016278,1.389841611,0.66108
91,0.01208035965,1.38219575,0.66244
92,0.01208170693,1.386277049,0.6614
93,0.01192097152,1.384256415,0.66256
94,0.01196678925,1.384096181,0.66216
95,0.01205017637,1.381122271,0.6626
96,0.01185501917,1.37991336,0.66276
97,0.01186131796,1.382516167,0.66144
98,0.01186980248,1.378869174,0.66448
99,0.0116276567,1.38158117,0.66244
100,0.01175259415,1.385868269,0.6616
