rank,sample_index,class_id,selected_count_before_add,dynamic_k,old_mean_shift,new_mean_shift,dist_improve_raw,div_raw,sa_z,dds_z,div_z,dist_z,sa_component,dds_component,div_component,dist_component,total
1,42564,83,91,5,0.002035347744822502,0.001968672499060631,6.667524576187134e-05,1.4027901887893677,0.2928486168384552,0.18272720277309418,-0.5665199756622314,2.612238883972168,0.07933945953845978,0.05610149726271629,-0.2391018271446228,2.0897910594940186,1.9861302375793457
2,11028,83,91,5,0.002035347744822502,0.001957009779289365,7.833796553313732e-05,1.405029535293579,0.41298845410346985,-1.815904140472412,0.16547735035419464,2.721998691558838,0.11188811808824539,-0.5575247406959534,0.06984031945466995,2.1775989532470703,1.801802635192871
3,14934,83,91,5,0.002035347744822502,0.0021013107616454363,-6.596301682293415e-05,1.4107627868652344,-1.0668874979019165,-0.02166324108839035,2.0395619869232178,1.3639585971832275,-0.28904446959495544,-0.0066511183977127075,0.8608046174049377,1.0911668539047241,1.6562758684158325
4,42556,83,91,5,0.002035347744822502,0.0020779266487807035,-4.257890395820141e-05,1.4097418785095215,-1.520058274269104,-0.06143003702163696,1.7058476209640503,1.5840303897857666,-0.4118189215660095,-0.01886044815182686,0.7199592590332031,1.2672243118286133,1.556504249572754
5,6329,83,91,5,0.002035347744822502,0.0020814372692257166,-4.6089524403214455e-05,1.4078342914581299,-0.991031289100647,0.3891342282295227,1.0822957754135132,1.5509912967681885,-0.26849326491355896,0.11947324872016907,0.4567869007587433,1.2407931089401245,1.5485600233078003
6,66,83,91,5,0.002035347744822502,0.002037259517237544,-1.9117724150419235e-06,1.4040597677230835,0.1561754047870636,-0.2984911799430847,-0.15152016282081604,1.9667553901672363,0.04231152683496475,-0.09164372831583023,-0.06394963711500168,1.573404312133789,1.4601224660873413
7,27459,83,91,5,0.002035347744822502,0.00205254927277565,-1.7201527953147888e-05,1.4032576084136963,0.3516702651977539,0.25674009323120117,-0.4137299060821533,1.8228609561920166,0.09527560323476791,0.07882516831159592,-0.17461621761322021,1.4582887887954712,1.4577733278274536
8,9882,83,91,5,0.002035347744822502,0.0020638357382267714,-2.848799340426922e-05,1.4035815000534058,-0.05278817564249039,0.5947774648666382,-0.3078562617301941,1.716642141342163,-0.014301536604762077,0.18261049687862396,-0.12993186712265015,1.3733137845993042,1.4116908311843872
9,44340,83,91,5,0.002035347744822502,0.002064998261630535,-2.965051680803299e-05,1.4034417867660522,0.5667272806167603,0.09474854171276093,-0.35352569818496704,1.705701470375061,0.1535395234823227,0.029090002179145813,-0.14920681715011597,1.3645612001419067,1.3979839086532593
10,43544,83,91,5,0.002035347744822502,0.0020098229870200157,2.552475780248642e-05,1.4057798385620117,-0.10790930688381195,-1.7610278129577637,0.4107363820075989,2.2249650955200195,-0.029235124588012695,-0.5406764149665833,0.17335279285907745,1.7799720764160156,1.383413314819336
11,43390,83,91,5,0.002035347744822502,0.002120209624990821,-8.486188016831875e-05,1.4071975946426392,-1.0505489110946655,1.0791332721710205,0.8741723299026489,1.186098337173462,-0.28461799025535583,0.3313189744949341,0.3689476251602173,0.9488787055015564,1.3645273447036743
12,48916,83,91,5,0.002035347744822502,0.002035281155258417,6.658956408500671e-08,1.4025580883026123,0.3907325565814972,-0.3103095293045044,-0.6423889398574829,1.9853739738464355,0.10585847496986389,-0.0952722355723381,-0.27112260460853577,1.5882991552352905,1.3277628421783447
13,14735,83,91,5,0.002035347744822502,0.0020781841594725847,-4.283641465008259e-05,1.4078327417373657,-0.7833342552185059,-0.6195456385612488,1.0817891359329224,1.5816068649291992,-0.2122233510017395,-0.19021490216255188,0.4565730690956116,1.2652854919433594,1.319420337677002
14,30230,83,91,5,0.002035347744822502,0.002092811744660139,-5.746399983763695e-05,1.406017780303955,-0.6845370531082153,0.42501989006996155,0.48851478099823,1.4439443349838257,-0.18545690178871155,0.1304909735918045,0.2061794549226761,1.1551555395126343,1.3063690662384033
15,11368,83,91,5,0.002035347744822502,0.0020425268448889256,-7.179100066423416e-06,1.4051513671875,-0.060986053198575974,-1.0955779552459717,0.20530174672603607,1.9171836376190186,-0.01652253046631813,-0.3363678753376007,0.0866483524441719,1.5337469577789307,1.2675049304962158
